tipo,modulo,simbolo_contrato,assinatura_campos,linha,confianca,consumo_relacao
function,forja_fidelity.py,_missing_numbers,"(source: Counter, target_text: str) -> list[dict]",131,EXTRACTED,defines
function,forja_fidelity.py,_qualifier_counts,(value: str) -> Counter,142,EXTRACTED,defines
function,forja_fidelity.py,compare_fidelity,"(markdown: Path, docx: Path, pdf: Path) -> dict",147,EXTRACTED,defines
function,forja_fidelity.py,compare_docx_fidelity,"(markdown: Path, docx: Path) -> dict",204,EXTRACTED,defines
function,forja_fidelity.py,write_fidelity,"(markdown: Path, docx: Path, pdf: Path, output: Path) -> dict",256,EXTRACTED,defines
function,forja_fidelity.py,main,() -> None,262,EXTRACTED,defines
cli-command,forja_fidelity.py,<global>,"markdown, docx, pdf, output",264,EXTRACTED,accepts_option
function,forja_fila.py,_norm,(texto),59,EXTRACTED,defines
function,forja_fila.py,_parse_date,(valor),65,EXTRACTED,defines
function,forja_fila.py,_fase_num,(current_phase),75,EXTRACTED,defines
function,forja_fila.py,classificar_prontidao,"(demanda, forja_state)",89,EXTRACTED,defines
function,forja_fila.py,pontuar,"(demanda, hoje)",124,EXTRACTED,defines
function,forja_fila.py,ordenar,(pontuadas),167,EXTRACTED,defines
function,forja_fila.py,pendencia_operacao_assistida,"(config, hoje)",179,EXTRACTED,defines
function,forja_fila.py,_aguardando_desde,(demanda),196,EXTRACTED,defines
function,forja_fila.py,montar_fila,"(demandas, states, hoje)",203,EXTRACTED,defines
function,forja_fila.py,_read_json,"(path, fallback)",268,EXTRACTED,defines
function,forja_fila.py,_carregar_states,(),275,EXTRACTED,defines
function,forja_fila.py,_relatorio_md,(fila),285,EXTRACTED,defines
function,forja_fila.py,gerar,"(hoje = <default>, gravar = <default>, publicar_painel = <default>)",330,EXTRACTED,defines
function,forja_fila.py,main,(argv = <default>),363,EXTRACTED,defines
function,forja_fontes_oficiais.py,_fontes,(ledger: dict) -> list,64,EXTRACTED,defines
function,forja_fontes_oficiais.py,_rotulo,(fonte: dict) -> str,72,EXTRACTED,defines
function,forja_fontes_oficiais.py,_primeiro,"(fonte: dict, campos) -> str | None",80,EXTRACTED,defines
function,forja_fontes_oficiais.py,_resolver,"(caminho: str, base_dir) -> Path",88,EXTRACTED,defines
function,forja_fontes_oficiais.py,validar_fontes_arquivadas,"(ledger, base_dir = <default>)",95,EXTRACTED,defines
function,forja_fontes_oficiais.py,_itens_checklist,(checklist: dict) -> list,192,EXTRACTED,defines
function,forja_fontes_oficiais.py,_usou_citacao_textual,(item: dict) -> bool,200,EXTRACTED,defines
function,forja_fontes_oficiais.py,_cotejo_registrado,(item: dict) -> bool,211,EXTRACTED,defines
function,forja_fontes_oficiais.py,_cotejo_em_texto,(texto: str) -> dict,239,EXTRACTED,defines
function,forja_fontes_oficiais.py,validar_cotejo_citacoes,"(checklist, ledger = <default>)",279,EXTRACTED,defines
function,forja_fontes_oficiais.py,validar_pesquisa_oficial,"(ledger, checklist, base_dir = <default>)",347,EXTRACTED,defines
function,forja_forma_artefatos.py,_radical,(caminho: Path) -> str,49,EXTRACTED,defines
function,forja_forma_artefatos.py,_lidos_pelo_censo,() -> set,53,EXTRACTED,defines
function,forja_forma_artefatos.py,censo_de_formas,(raiz = <default>) -> dict,64,EXTRACTED,defines
function,forja_forma_artefatos.py,_relatar,(laudo: dict) -> None,119,EXTRACTED,defines
cli-command,forja_forma_artefatos.py,<global>,--json,144,EXTRACTED,accepts_option
function,forja_gate_liveness.py,_nomes_declarados,"() -> dict[str, set[str]]",51,EXTRACTED,defines
function,forja_gate_liveness.py,_alias,(nome: str) -> set[str],65,EXTRACTED,defines
function,forja_gate_liveness.py,_observados,"() -> tuple[dict[str, dict], int]",77,EXTRACTED,defines
function,forja_gate_liveness.py,_sem_produtor,"(declarados: dict[str, set[str]]) -> list[dict]",117,EXTRACTED,defines
function,forja_gate_liveness.py,medir,() -> dict,163,EXTRACTED,defines
function,forja_gate_liveness.py,relatar,(laudo: dict) -> None,222,EXTRACTED,defines
function,forja_gate_liveness.py,main,(argv: list[str]) -> int,273,EXTRACTED,defines
cli-command,forja_gate_liveness.py,<global>,"--json, --estrito",275,EXTRACTED,accepts_option
function,forja_headless.py,append_unique,"(existing, value)",53,EXTRACTED,defines
function,forja_headless.py,_invoke_headless,"(case_key, fase, prompt)",60,EXTRACTED,defines
function,forja_headless.py,_confirmar_modelo,"(payload, fase)",93,EXTRACTED,defines
function,forja_headless.py,_validate_n3_attempt,"(case_key, fase, attempt_dir)",110,EXTRACTED,defines
function,forja_headless.py,_write_n3_attempt,"(case_dir, fase, payload, resultado, uso, custo, attempt, context)",121,EXTRACTED,defines
function,forja_headless.py,run_phase,"(case_key, fase, prompt, *, attempt_dir = <default>)",146,EXTRACTED,defines
function,forja_headless.py,main,(),199,EXTRACTED,defines
cli-command,forja_headless.py,<global>,"case, phase, prompt, --attempt-dir",201,EXTRACTED,accepts_option
function,forja_human_review.py,public_key_id,(public_key_raw: bytes) -> str,31,EXTRACTED,defines
function,forja_human_review.py,canonical_receipt_bytes,(payload: dict) -> bytes,35,EXTRACTED,defines
function,forja_human_review.py,build_unsigned_claim_receipt,"(*, reviewer_id: str, reviewed_at: str, public_key_id_value: str, generator_run_id: str, claim: str, claim_sha256: str, source_excerpt: str, source_excerpt_sha256: str, source_sha256: str, source_url: str, source_identity: dict, source_identity_sha256: str, document_sha256: str, document_proposition: str, document_proposition_sha256: str, document_paragraph_index: int, document_paragraph_sha256: str, authority_identity: dict, authority_identity_sha256: str) -> dict",45,EXTRACTED,defines
function,forja_human_review.py,build_unsigned_visual_receipt,"(*, reviewer_id: str, reviewed_at: str, public_key_id_value: str, generator_run_id: str, reviewer_run_id: str, pdf_sha256: str, docx_sha256: str, page_count: int, page_image_sha256: list[str], required_checks: list[str], visual_attestation_sha256: str) -> dict",95,EXTRACTED,defines
function,forja_human_review.py,_trusted_key,"(trust_store: dict, reviewer_id: str, key_id: str) -> tuple[dict | None, list[str]]",129,EXTRACTED,defines
function,forja_human_review.py,_load_pinned_trust_store,"(trust_store_path: Path | None, trust_store_pin_path: Path | None) -> tuple[dict, list[str]]",146,EXTRACTED,defines
function,forja_human_review.py,_validate_signed_receipt,"(receipt_path: Path, *, expected: dict, attestation_version: str, review_purpose: str, trust_store_path: Path | None = <default>, trust_store_pin_path: Path | None = <default>) -> dict",174,EXTRACTED,defines
function,forja_human_review.py,validate_claim_review_receipt,"(receipt_path: Path, *, expected: dict, trust_store_path: Path | None = <default>, trust_store_pin_path: Path | None = <default>) -> dict",245,EXTRACTED,defines
function,forja_human_review.py,validate_visual_review_receipt,"(receipt_path: Path, *, expected: dict, trust_store_path: Path | None = <default>, trust_store_pin_path: Path | None = <default>) -> dict",263,EXTRACTED,defines
function,forja_import_audited_cycle.py,role_for,(path: Path) -> str,27,EXTRACTED,defines
function,forja_import_audited_cycle.py,import_cycle,"(case_dir: Path, source_dir: Path) -> dict",34,EXTRACTED,defines
function,forja_import_audited_cycle.py,main,() -> None,66,EXTRACTED,defines
cli-command,forja_import_audited_cycle.py,<global>,"case, source_dir",68,EXTRACTED,accepts_option
function,forja_ingestao.py,_lista,(valor) -> list,54,EXTRACTED,defines
function,forja_ingestao.py,_tem_conteudo,(valor) -> bool,62,EXTRACTED,defines
function,forja_ingestao.py,validar_indice_documentos,"(indice, base_dir = <default>)",70,EXTRACTED,defines
function,forja_ingestao.py,validar_cobertura,(ledger),158,EXTRACTED,defines
function,forja_ingestao.py,validar_ingestao,"(indice, ledger, base_dir = <default>)",224,EXTRACTED,defines
function,forja_injection_scan.py,_esta_dentro_de,"(caminho, raiz)",97,EXTRACTED,defines
function,forja_injection_scan.py,_id_origem,(caminho),106,EXTRACTED,defines
function,forja_injection_scan.py,_gravar_json_seguro,"(caminho, payload)",112,EXTRACTED,defines
function,forja_injection_scan.py,distancia_rgb,"(cor1, cor2)",153,EXTRACTED,defines
function,forja_injection_scan.py,analisar_pdf,(caminho_pdf),167,EXTRACTED,defines
function,forja_injection_scan.py,processar_entrada,(entrada),284,EXTRACTED,defines
function,forja_injection_scan.py,_achatar,"(valor, profundidade = <default>)",335,EXTRACTED,defines
function,forja_injection_scan.py,_houve_varredura,(scan),348,EXTRACTED,defines
function,forja_injection_scan.py,_p0_detectado,(scan),359,EXTRACTED,defines
function,forja_injection_scan.py,_tem_triagem,(scan),386,EXTRACTED,defines
function,forja_injection_scan.py,validar_triagem_injecao,(scan),399,EXTRACTED,defines
function,forja_injection_scan.py,main,(),432,EXTRACTED,defines
function,forja_lastro.py,_negado,(antes: str) -> bool,214,EXTRACTED,defines
function,forja_lastro.py,_norm,(texto: str) -> str,237,EXTRACTED,defines
function,forja_lastro.py,_ctx,"(texto: str, ini: int, fim: int, alcance: int = <default>) -> str",249,EXTRACTED,defines
function,forja_lastro.py,_conferivel_como_texto,(alvo: Path) -> bool,269,EXTRACTED,defines
function,forja_lastro.py,validar_lastro_fatos,"(ledger: dict, *, base_dir: Path | str | None = <default>, exigir_transcricao: bool = <default>) -> list[dict]",278,EXTRACTED,defines
function,forja_lastro.py,exigir_criterio_vigente,(ledger: dict) -> list[dict],436,EXTRACTED,defines
function,forja_lastro.py,validar_decisoes_revisao,(payload: dict) -> list[dict],464,EXTRACTED,defines
function,forja_lastro.py,analisar_texto,"(texto: str, tipo: str = <default>) -> list[dict]",496,EXTRACTED,defines
function,forja_lastro.py,fatos_sem_lastro,(ledger: dict) -> list[str],565,EXTRACTED,defines
function,forja_lastro.py,material_economico,(texto: str) -> bool,592,EXTRACTED,defines
function,forja_lastro.py,_sha256_file,"(caminho: Path, *, bloco: int = <default>) -> str",602,EXTRACTED,defines
function,forja_lastro.py,_normalizar_data_base,(valor: object) -> str | None,614,EXTRACTED,defines
function,forja_lastro.py,_data_base_do_produto,(texto: str) -> str | None,643,EXTRACTED,defines
function,forja_lastro.py,_numero_monetario,(valor: str) -> float | None,651,EXTRACTED,defines
function,forja_lastro.py,_valores_monetarios,(texto: str) -> list[dict],677,EXTRACTED,defines
function,forja_lastro.py,_fonte_path,"(fato: dict, base_dir: Path | None) -> Path | None",762,EXTRACTED,defines
function,forja_lastro.py,_fonte_prevalente,(ledger: dict) -> list[dict],783,EXTRACTED,defines
function,forja_lastro.py,_achado,"(gate: str, problema: str, *, sev: str = <default>, acao: str | None = <default>, **extra) -> dict",789,EXTRACTED,defines
function,forja_lastro.py,validar_fonte_prevalente,"(ledger: dict | None, *, base_dir: Path | str | None = <default>, exigir: bool = <default>) -> list[dict]",798,EXTRACTED,defines
function,forja_lastro.py,_anchor_entries,(ledger: dict) -> list[dict],841,EXTRACTED,defines
function,forja_lastro.py,_texto_da_ancora,(entrada: dict) -> str,857,EXTRACTED,defines
function,forja_lastro.py,_ancora_aponta_prevalente,"(entrada: dict, fontes: list[dict]) -> bool",864,EXTRACTED,defines
function,forja_lastro.py,validar_data_base,"(texto: str, ledger: dict | None, *, exigir: bool = <default>) -> list[dict]",875,EXTRACTED,defines
function,forja_lastro.py,validar_valores_monetarios,"(texto: str, ledger: dict | None, *, exigir: bool = <default>) -> list[dict]",898,EXTRACTED,defines
function,forja_lastro.py,_descartes,(ledger: dict) -> list[dict],973,EXTRACTED,defines
function,forja_lastro.py,_inventario_economico,(base_dir: Path | None) -> list[dict],982,EXTRACTED,defines
function,forja_lastro.py,_examinado,"(item: dict, examinados: list) -> bool",1017,EXTRACTED,defines
function,forja_lastro.py,_descartado,"(item: dict, descartes: list[dict]) -> bool",1030,EXTRACTED,defines
function,forja_lastro.py,validar_hierarquia_fontes,"(ledger: dict | None, *, base_dir: Path | str | None = <default>, exigir: bool = <default>) -> list[dict]",1041,EXTRACTED,defines
function,forja_lastro.py,validar_aritmetica_derivada,"(texto: str, ledger: dict | None, *, exigir: bool = <default>) -> list[dict]",1083,EXTRACTED,defines
function,forja_lastro.py,validar_gates_economicos,"(texto: str, *, ledger: dict | None = <default>, base_dir: Path | str | None = <default>, exigir: bool | None = <default>) -> list[dict]",1147,EXTRACTED,defines
function,forja_lastro.py,verificar_tudo,"(texto: str, *, ledger: dict | None = <default>, revisao: dict | None = <default>, base_dir: Path | str | None = <default>, tipo: str = <default>, exigir_criterio: bool = <default>, exigir_economico: bool | None = <default>) -> list[dict]",1174,EXTRACTED,defines
function,forja_learning.py,_duplicates,(values: list[str]) -> set[str],37,EXTRACTED,defines
function,forja_learning.py,_raw_keys,"(value: object, prefix: str = <default>) -> list[str]",42,EXTRACTED,defines
function,forja_learning.py,validate_feedback_assimilation,(payload: dict) -> list[dict],56,EXTRACTED,defines
function,forja_learning.py,validate_learning,(payload: dict) -> list[dict],158,EXTRACTED,defines
function,forja_learning.py,validate_case,(case_dir: Path) -> dict,202,EXTRACTED,defines
function,forja_learning.py,main,() -> None,207,EXTRACTED,defines
cli-command,forja_learning.py,<global>,case,209,EXTRACTED,accepts_option
function,forja_learning_registry.py,_load,() -> dict,26,EXTRACTED,defines
function,forja_learning_registry.py,register_promoted_rule,"(*, source_case_id: str, candidate: dict, scope_key: str | None) -> dict",33,EXTRACTED,defines
function,forja_learning_registry.py,active_rules,"(*, case_id: str, product_type: str | None = <default>, tribunal: str | None = <default>) -> list[dict]",82,EXTRACTED,defines
function,forja_learning_registry.py,suite_learning_findings,"(case_dir: Path, suite: dict) -> list[dict]",100,EXTRACTED,defines
function,forja_ledger_material.py,_parse_proposicoes,(path: Path) -> list[dict],46,EXTRACTED,defines
function,forja_ledger_material.py,_source_ledger,(case_dir: Path) -> list[dict],70,EXTRACTED,defines
function,forja_ledger_material.py,_casar_source_ledger,"(rotulo: str, ledger: list[dict]) -> dict | None",78,EXTRACTED,defines
function,forja_ledger_material.py,montar,"(case_dir: Path, draft: Path) -> dict",87,EXTRACTED,defines
function,forja_ledger_material.py,main,(argv = <default>) -> int,167,EXTRACTED,defines
class,forja_legal_search.py,LegalSearchError,(RuntimeError),22,EXTRACTED,defines
function,forja_legal_search.py,_now,() -> str,26,EXTRACTED,defines
function,forja_legal_search.py,_canonical_hash,(value: Any) -> str,30,EXTRACTED,defines
function,forja_legal_search.py,_atomic_write_json,"(path: Path, payload: Any) -> None",35,EXTRACTED,defines
function,forja_legal_search.py,_sanitize,(value: Any) -> Any,45,EXTRACTED,defines
function,forja_legal_search.py,load_config,(path: Path = <default>) -> dict,57,EXTRACTED,defines
class,forja_legal_search.py,TeiaJusBridge,(),67,EXTRACTED,defines
method,forja_legal_search.py,TeiaJusBridge.__init__,"(self, *, config_path: Path = <default>, telemetry_root: Path | None = <default>, python_executable: str | None = <default>) -> None",68,EXTRACTED,defines
method,forja_legal_search.py,TeiaJusBridge.read_actions,(self) -> set[str],90,EXTRACTED,defines
method,forja_legal_search.py,TeiaJusBridge.mutation_actions,(self) -> set[str],94,EXTRACTED,defines
method,forja_legal_search.py,TeiaJusBridge.denied_actions,(self) -> set[str],98,EXTRACTED,defines
method,forja_legal_search.py,TeiaJusBridge.execute,"(self, action: str, params: dict | None = <default>, *, allow_mutation: bool = <default>, artifact_dir: Path | None = <default>) -> dict",107,EXTRACTED,defines
function,forja_legal_search.py,_common_parser,() -> argparse.ArgumentParser,221,EXTRACTED,defines
function,forja_legal_search.py,main,() -> None,287,EXTRACTED,defines
cli-command,forja_legal_search.py,<global>,--db,223,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,capabilities,,225,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,case,"numero_cnj, --include-raw, --artifact-dir",241,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,execute,"action, --params, --allow-mutation, --artifact-dir",246,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,health,,226,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,search,"query, --tribunal, --phase, --min-case-value, --min-conviction-value, --min-score, --has-conviction-value, --has-parties, --limit, --order, --artifact-dir",228,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,stj-catalog,"--dataset, --include-resources, --artifact-dir",254,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,stj-collect,"--max, --allow-mutation, --artifact-dir",280,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,stj-daily,"query, --days, --limit, --include-text, --match-mode, --artifact-dir",267,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,stj-datajud,"--limit, --source-timeout, --artifact-dir",275,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,stj-health,,252,EXTRACTED,accepts_option
cli-command,forja_legal_search.py,stj-search,"query, --orgao, --limit, --resources-per-dataset, --match-mode, --artifact-dir",259,EXTRACTED,accepts_option
function,forja_local_context.py,_fase,(nome),24,EXTRACTED,defines
function,forja_local_context.py,_ts,(texto),29,EXTRACTED,defines
function,forja_local_context.py,_caso,(pasta),36,EXTRACTED,defines
function,forja_local_context.py,main,(),65,EXTRACTED,defines
function,forja_management_bridge.py,sync_after_event,"(case_dir: Path, event: dict) -> dict",20,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,sha256_file,"(path: Path, block_size: int = <default>) -> str",79,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_write_text,"(path: Path, text: str) -> None",93,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_read_json,(path: Path) -> Any,100,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_redact,(value: Any) -> str,107,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_relative,"(path: Path, case_dir: Path) -> str",115,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_state_path,(case_dir: Path) -> Path | None,122,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_state,"(case_dir: Path) -> tuple[dict[str, Any], Path | None]",130,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_phase_status,"(phase: str, state: dict[str, Any]) -> str",136,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_canonical_phase,(value: Any) -> str,150,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_artifact_inventory,"(case_dir: Path, state: dict[str, Any]) -> list[dict[str, Any]]",155,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_control_files,(case_dir: Path) -> list[Path],210,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_summary_for_control,"(path: Path, case_dir: Path) -> dict[str, Any]",222,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_source_summary,"(case_dir: Path) -> dict[str, Any]",246,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_visual_summary,"(controls: list[dict[str, Any]]) -> dict[str, Any]",274,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,build_payload,"(case_dir: Path, *, generated_at: str | None = <default>) -> dict[str, Any]",288,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_md,"(payload: dict[str, Any], manifest_sha: str) -> str",363,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,_html_document,"(markdown: str, payload: dict[str, Any], manifest_sha: str) -> str",446,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,build_bundle,"(case_dir: Path, output_dir: Path | None = <default>) -> dict[str, Any]",461,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,validate_bundle,"(manifest_path: Path, *, expected_case_dir: Path | None = <default>) -> dict[str, Any]",489,EXTRACTED,defines
function,forja_memoria_auditabilidade.py,main,(argv: list[str] | None = <default>) -> int,529,EXTRACTED,defines
cli-command,forja_memoria_auditabilidade.py,<global>,,533,EXTRACTED,accepts_option
cli-command,forja_memoria_auditabilidade.py,build,"case_dir, --output-dir",532,EXTRACTED,accepts_option
cli-command,forja_memoria_auditabilidade.py,validate,"manifest, --case-dir",535,EXTRACTED,accepts_option
function,forja_metacognition.py,validate_metacognition,(payload: dict) -> list[dict],13,EXTRACTED,defines
function,forja_metacognition.py,validate_case,(case_dir: Path) -> dict,43,EXTRACTED,defines
function,forja_metacognition.py,main,() -> None,48,EXTRACTED,defines
cli-command,forja_metacognition.py,<global>,case,50,EXTRACTED,accepts_option
function,forja_metadata.py,retry_transient_io,"(operation, *, tries: int = <default>, base_delay: float = <default>)",22,EXTRACTED,defines
function,forja_metadata.py,_replace_core_text,"(xml: bytes, tag: str, value: str) -> bytes",41,EXTRACTED,defines
function,forja_metadata.py,sanitize_docx,(path: Path) -> None,62,EXTRACTED,defines
function,forja_metadata.py,sanitize_pdf,(path: Path) -> None,86,EXTRACTED,defines
function,forja_metadata.py,sanitize_final_artifacts,"(docx: str | Path, pdf: str | Path) -> None",108,EXTRACTED,defines
function,forja_metricas_f7.py,tribunal_numero_cnj,(value),18,EXTRACTED,defines
function,forja_metricas_f7.py,extrair_citacoes_basico,(md_texto),23,EXTRACTED,defines
function,forja_metricas_f7.py,cache_com_lastro,"(path, *, require_live = <default>)",36,EXTRACTED,defines
function,forja_metricas_f7.py,procurar_em_cache_oficial,"(citacao, *, require_live = <default>)",55,EXTRACTED,defines
function,forja_metricas_f7.py,extrair_marcadores_verificar,(md_texto),97,EXTRACTED,defines
function,forja_metricas_f7.py,metricas_f7,"(md_texto, *, require_live = <default>)",112,EXTRACTED,defines
function,forja_metricas_gates.py,_fase,(nome),26,EXTRACTED,defines
function,forja_metricas_gates.py,_ts,(texto),32,EXTRACTED,defines
function,forja_metricas_gates.py,_ler,(caminho),39,EXTRACTED,defines
function,forja_metricas_gates.py,coletar,(),47,EXTRACTED,defines
function,forja_metricas_gates.py,main,(argv = <default>),127,EXTRACTED,defines
class,forja_modelos.py,ForjaModeloError,(RuntimeError),46,EXTRACTED,defines
class,forja_modelos.py,Modelo,(),51,EXTRACTED,defines
function,forja_modelos.py,modelo_remoto_proibido,(remoto: str | None) -> bool,150,EXTRACTED,defines
function,forja_modelos.py,_confirmar_modelo_reportado,"(modelo: Modelo, payload: dict) -> None",164,EXTRACTED,defines
class,forja_modelos.py,Orcamento,(),175,EXTRACTED,defines
method,forja_modelos.py,Orcamento.restante,(self) -> float,182,EXTRACTED,defines
method,forja_modelos.py,Orcamento.registrar,"(self, recibo: dict) -> None",185,EXTRACTED,defines
function,forja_modelos.py,_segredo,(nome: str) -> str,190,EXTRACTED,defines
function,forja_modelos.py,custo_usd,"(modelo: Modelo, entrada: int, saida: int) -> float",204,EXTRACTED,defines
function,forja_modelos.py,_post,"(url: str, cabecalhos: dict, corpo: dict, timeout: int) -> dict",209,EXTRACTED,defines
function,forja_modelos.py,_openrouter,"(modelo: Modelo, prompt: str, sistema: str | None, max_tokens: int, timeout: int) -> tuple[str, int, int, int]",224,EXTRACTED,defines
function,forja_modelos.py,chamar,"(modelo_id: str, prompt: str, *, sistema: str | None = <default>, max_tokens: int = <default>, timeout: int = <default>, fase: str | None = <default>, papel: str | None = <default>, orcamento: Orcamento | None = <default>, registrar: bool = <default>) -> dict",250,EXTRACTED,defines
function,forja_modelos.py,registrar_no_ledger,(recibo: dict) -> None,317,EXTRACTED,defines
function,forja_modelos.py,familia_de,(modelo_id: str) -> str,326,EXTRACTED,defines
function,forja_modelos.py,revisores_de,"(modelo_id: str, *, fase: str | None = <default>) -> list[str]",333,EXTRACTED,defines
function,forja_modelos.py,modelos_da_fase,(fase: str) -> list[str],346,EXTRACTED,defines
function,forja_modelos.py,gasto_acumulado,() -> dict,350,EXTRACTED,defines
function,forja_modelos.py,main,() -> None,375,EXTRACTED,defines
cli-command,forja_modelos.py,<global>,,383,EXTRACTED,accepts_option
cli-command,forja_modelos.py,chamar,"modelo, prompt, --max-tokens, --fase, --papel",382,EXTRACTED,accepts_option
cli-command,forja_modelos.py,gasto,,381,EXTRACTED,accepts_option
cli-command,forja_modelos.py,listar,,380,EXTRACTED,accepts_option
function,forja_mutation_semantic.py,_ano_mais_um,(m: re.Match) -> str,126,EXTRACTED,defines
function,forja_mutation_semantic.py,_digito_mais_um,(m: re.Match) -> str,130,EXTRACTED,defines
function,forja_mutation_semantic.py,_aplicar,"(texto: str, padrao: str, subst: str, ocorrencia: int) -> str | None",138,EXTRACTED,defines
function,forja_mutation_semantic.py,_p0_por_gate,(texto: str) -> Counter,159,EXTRACTED,defines
function,forja_mutation_semantic.py,_suite_mata,"(suite: dict, texto: str) -> str | None",166,EXTRACTED,defines
function,forja_mutation_semantic.py,rodar,"(suite: dict, draft_path: Path) -> dict",179,EXTRACTED,defines
function,forja_mutation_semantic.py,_achar_caso,(chave: str) -> Path,256,EXTRACTED,defines
function,forja_mutation_semantic.py,_achar_draft,(case_dir: Path) -> Path | None,266,EXTRACTED,defines
function,forja_mutation_semantic.py,main,(argv = <default>) -> int,286,EXTRACTED,defines
function,forja_n3_common.py,name_with_legacy,"(name: str) -> tuple[str, ...]",43,EXTRACTED,defines
function,forja_n3_common.py,resolve_name,"(name: str, available) -> str | None",48,EXTRACTED,defines
class,forja_n3_common.py,ForjaN3Error,(RuntimeError),56,EXTRACTED,defines
class,forja_n3_common.py,RevisionConflict,(ForjaN3Error),60,EXTRACTED,defines
class,forja_n3_common.py,TransitionError,(ForjaN3Error),64,EXTRACTED,defines
class,forja_n3_common.py,LockTimeout,(ForjaN3Error),68,EXTRACTED,defines
function,forja_n3_common.py,now_iso,() -> str,72,EXTRACTED,defines
function,forja_n3_common.py,new_id,(prefix: str) -> str,76,EXTRACTED,defines
function,forja_n3_common.py,read_json,"(path: Path, fallback: Any = <default>) -> Any",80,EXTRACTED,defines
function,forja_n3_common.py,atomic_write_text,"(path: Path, text: str, *, encoding: str = <default>) -> None",87,EXTRACTED,defines
function,forja_n3_common.py,atomic_write_json,"(path: Path, payload: Any) -> None",101,EXTRACTED,defines
function,forja_n3_common.py,sha256_bytes,(value: bytes) -> str,105,EXTRACTED,defines
function,forja_n3_common.py,sha256_file,(path: Path) -> str,109,EXTRACTED,defines
function,forja_n3_common.py,canonical_hash,(payload: Any) -> str,117,EXTRACTED,defines
function,forja_n3_common.py,load_config,() -> dict,122,EXTRACTED,defines
function,forja_n3_common.py,feature_enabled,(name: str) -> bool,129,EXTRACTED,defines
function,forja_n3_common.py,resolve_case_dir,"(case_key: str | Path, *, state_root: Path | None = <default>) -> Path",133,EXTRACTED,defines
function,forja_n3_common.py,ensure_within,"(path: Path, root: Path) -> Path",150,EXTRACTED,defines
function,forja_n3_common.py,_pid_alive,(pid: int) -> bool,158,EXTRACTED,defines
class,forja_n3_common.py,InterProcessLock,(),170,EXTRACTED,defines
method,forja_n3_common.py,InterProcessLock.__init__,"(self, path: Path, *, timeout: float = <default>, stale_after: float = <default>)",173,EXTRACTED,defines
method,forja_n3_common.py,InterProcessLock._can_reclaim,(self) -> bool,179,EXTRACTED,defines
method,forja_n3_common.py,InterProcessLock.__enter__,(self) -> 'InterProcessLock',187,EXTRACTED,defines
method,forja_n3_common.py,InterProcessLock.__exit__,"(self, exc_type: object, exc: object, tb: object) -> None",209,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_phase_number,(value: object) -> int | None,30,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_phase_regressions,(history: list[dict]) -> list[dict],35,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_artifact_candidates,"(case_dir: Path, raw: str, state_root: Path) -> list[Path]",57,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_artifact_audit,"(case_dir: Path, legacy: dict, state_root: Path) -> dict",64,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_json_audit,(case_dir: Path) -> list[dict],79,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_visual_roots,"(case_dir: Path, legacy: dict) -> list[Path]",89,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_visual_audit,"(case_dir: Path, legacy: dict, *, deep: bool) -> dict",97,EXTRACTED,defines
function,forja_n3_shadow_replay.py,replay_case,"(case_dir: Path, *, label: str | None, state_root: Path) -> dict",113,EXTRACTED,defines
function,forja_n3_shadow_replay.py,_render_markdown,(report: dict) -> str,184,EXTRACTED,defines
